"order_id","customer_id","order_status","order_purchase_timestamp","order_approved_at","order_delivered_carrier_date","order_delivered_customer_date","order_estimated_delivery_date"
"b058f625ecdea748969b3d9f508873fb","631ae9150948def4dfd72ad426e5fdf3","delivered","2018-05-29 11:16:21","2018-05-30 02:32:31","2018-05-30 10:16:00","2018-06-15 18:58:22","2018-07-13 00:00:00"
"cebd090c9689c0cf282f067646f9c5ef","151fbaadc520b0f6a4a96965dd393a24","delivered","2018-05-29 11:23:48","2018-05-29 11:57:51","2018-06-04 08:00:00","2018-06-11 19:03:35","2018-07-04 00:00:00"
"820c39d59fdb0ec31f14070eabca7a15","bb236a7c776991c064b371715a445b78","delivered","2018-05-29 11:31:30","2018-05-29 13:31:16","2018-06-04 10:52:00","2018-06-27 18:06:31","2018-07-20 00:00:00"
"a5016f72057fe780772bd4c88fa95951","05d6b909009e98a4cb2330bc6a4651ef","delivered","2018-05-29 11:33:14","2018-05-30 02:32:19","2018-05-30 14:26:00","2018-06-03 12:02:26","2018-06-29 00:00:00"
"7c455f1b3dd0fd15fc19e4372c451056","3f04be4f88546351e2d895e9fc9d0a7f","delivered","2018-05-29 11:37:15","2018-05-29 13:18:56","2018-06-11 14:23:00","2018-06-13 14:29:49","2018-07-04 00:00:00"
"ddc6faf8f6c347a8c369d7c2b7cc6989","c223939860940fd82bd05c7e02db0673","delivered","2018-05-29 11:59:12","2018-05-29 13:18:53","2018-06-05 12:34:00","2018-06-15 18:03:26","2018-07-04 00:00:00"
"e8b190298e9df363a6c2f7509dd413fb","f67b9ce7548e47223d43a3ee3242f7d9","delivered","2018-05-29 11:59:40","2018-05-31 03:36:01","2018-06-04 14:25:00","2018-06-07 19:38:46","2018-06-29 00:00:00"
"15f906fde6e6b48fc2f10c413d4bef8b","cffc421e3853c93e511c2d6abc520e12","delivered","2018-05-29 12:04:25","2018-05-29 13:31:13","2018-05-30 13:46:00","2018-06-11 19:38:50","2018-07-16 00:00:00"
"7d0a48a75ea94fb27cbb514b6bd406b4","1fa8165134d1bc197e2bc4ebf659f35e","delivered","2018-05-29 12:43:18","2018-05-29 14:15:10","2018-06-05 14:01:00","2018-06-11 14:51:42","2018-07-05 00:00:00"
"608d2b1247d371f22cbfa16713c82786","6f2606c75e06082426969fda7ae78f6c","delivered","2018-05-29 13:08:31","2018-05-29 13:31:13","2018-05-29 19:05:00","2018-05-30 21:47:32","2018-06-21 00:00:00"
"f94e7fe62953e889ccdc4af045dbe8f0","63fd9170b32b31124ab00a1f8ed620f9","delivered","2018-05-29 13:14:02","2018-05-31 03:35:59","2018-06-01 13:36:00","2018-06-08 21:11:56","2018-06-29 00:00:00"
"afaf7af5b20257063f84ff0cafd16820","f53b9a6bb4e1039f26d9c3225dc84fb5","delivered","2018-05-29 13:17:17","2018-05-31 03:35:45","2018-06-04 14:33:00","2018-06-13 20:12:41","2018-07-05 00:00:00"
"c58cfe890d48c47bf22b6bfe55b6cddb","47c2b21c22de46f42a427db0ea223499","delivered","2018-05-29 13:20:58","2018-05-30 19:51:08","2018-06-04 11:52:00","2018-06-21 16:26:38","2018-07-18 00:00:00"
"bdb86a981cb75aa7ea9ca816e2485904","d4aadc1451a181aa980044087d8a3206","delivered","2018-05-29 13:25:55","2018-05-29 13:57:58","2018-05-30 14:35:00","2018-06-08 04:56:48","2018-07-20 00:00:00"
"73840bb583b69b1d181d54f3f755a4e2","525fe4903a5cea320f17dcf74c2a1534","delivered","2018-05-29 13:28:56","2018-05-29 13:57:57","2018-05-30 13:46:00","2018-06-18 20:44:45","2018-07-17 00:00:00"
"9f672a6ad991e6e232e91e479ab1d0ef","efd0675fcbdaf56e198a09ad3829ecf8","delivered","2018-05-29 13:30:18","2018-05-29 13:58:03","2018-05-30 11:27:00","2018-06-13 18:38:28","2018-07-11 00:00:00"
"95dc0bd3155ab8bbe4d5076ea9658805","a0e0e61ee7da5fc5cc8333cff7f4e90a","delivered","2018-05-29 13:38:10","2018-05-29 13:58:09","2018-06-06 15:01:00","2018-06-18 19:26:34","2018-07-11 00:00:00"
"bf0e0772c9e81651f6f0f255ed74bf88","ba796cfb1a430e5d6ceed83cde80ff92","delivered","2018-05-29 13:46:56","2018-05-29 14:11:32","2018-05-29 14:09:00","2018-06-12 12:56:44","2018-07-11 00:00:00"
"976843b1cee7809a5c79f63a3c9b3222","ed0096b07e87f8f4144ec8298961241d","delivered","2018-05-29 13:47:34","2018-05-31 03:10:17","2018-06-06 12:49:00","2018-06-07 15:38:46","2018-06-21 00:00:00"
"add699884e555b7dc441e33f35ddade0","89973f1f8bf114f269edc752c90205ec","delivered","2018-05-29 13:50:59","2018-05-29 14:11:40","2018-05-30 11:00:00","2018-06-11 20:37:39","2018-07-11 00:00:00"
"fd146e195b9e3e00d02a5bf4208e043a","064df8d7cfbb640ce62f296cd3f76c35","delivered","2018-05-29 13:53:51","2018-05-30 13:50:36","2018-05-30 14:45:00","2018-06-10 13:06:42","2018-06-21 00:00:00"
"7d6b40109573304141d61d0eb6819e48","1b622df06565612870f1f1ae7f77bee8","delivered","2018-05-29 13:55:18","2018-05-29 14:41:53","2018-05-30 13:19:00","2018-06-02 13:22:53","2018-06-21 00:00:00"
"02d3eba685e8150e0e3abacd9c230642","0ec44d686aef3c798a6e8d336cb3a2c8","delivered","2018-05-29 13:55:57","2018-05-29 14:11:48","2018-06-06 14:57:00","2018-06-07 17:35:58","2018-06-21 00:00:00"
"881206af1a6a9cd34119b99782759dd4","c868a030c18275a4b69dec550b92a6d5","delivered","2018-05-29 14:01:37","2018-05-30 02:32:16","2018-05-30 11:06:00","2018-06-02 12:35:45","2018-06-21 00:00:00"
"fb3cf8c9eb2412b0edc0a00a8f43a869","94595ccee21b11325952776b516a0345","delivered","2018-05-29 14:07:25","2018-05-29 14:39:27","2018-05-29 13:58:00","2018-06-05 21:46:32","2018-07-20 00:00:00"
"b420ccbcb8265772b8c13687c24bb5eb","0c03776e54dca1457ed2ce839749eb4e","delivered","2018-05-29 14:13:18","2018-05-29 14:39:35","2018-05-30 14:09:00","2018-06-04 21:26:42","2018-06-21 00:00:00"
"de0d8b8e774b3211e7e001d3e5985470","55fd5d10a5036383fe19af015d2e5a80","delivered","2018-05-29 14:21:11","2018-05-29 14:39:40","2018-05-29 14:26:00","2018-06-06 20:26:30","2018-07-04 00:00:00"
"982c51d6339b46194f28cd465e72e740","c5f6afd37241e12a72bbe95c5564ce6d","delivered","2018-05-29 14:25:23","2018-05-29 14:52:16","2018-05-30 12:47:00","2018-06-08 01:51:58","2018-07-19 00:00:00"
"b7dbad6a19140585d000bbc6e1e11168","389533a6b82f26804955dab1aca4a379","delivered","2018-05-29 14:29:23","2018-05-29 14:52:16","2018-05-30 13:10:00","2018-06-26 12:03:21","2018-07-13 00:00:00"
"3c469482cf99003bb0246dc0396eafa4","5bbf5988e9a6e1d1cad707bcbf737096","delivered","2018-05-29 14:34:28","2018-05-29 14:52:26","2018-06-06 15:18:00","2018-06-22 16:04:56","2018-07-26 00:00:00"
"44a4b28fae9dd152c7102f54dcd723b9","041e732946d597aa439b595a2def33f3","delivered","2018-05-29 14:36:50","2018-05-29 14:52:27","2018-05-30 13:46:00","2018-06-15 18:12:58","2018-08-06 00:00:00"
"30a08f0074bc43c8284b61015a6c530d","3a28a125ae8571da188c2152082fabf5","delivered","2018-05-29 14:38:03","2018-05-31 03:35:45","2018-06-04 14:45:00","2018-06-12 18:59:58","2018-07-20 00:00:00"
"9509e22a50417250e3fd7a2bb03d584c","3fe95cb06e9595e91a7dc8d838c9aca0","delivered","2018-05-29 14:38:46","2018-05-29 14:52:29","2018-05-29 19:05:00","2018-06-06 14:29:03","2018-06-21 00:00:00"
"f52b051fa3520b5b162e98796d07c186","393575d48a375f4a8d356042491d0da8","delivered","2018-05-29 14:40:05","2018-05-30 02:15:18","2018-05-30 13:12:00","2018-06-07 23:52:05","2018-07-05 00:00:00"
"896f988855a09982ee61d501ef6543a3","5c73080fe93e1ba7867bcd53ff3b1839","delivered","2018-05-29 14:51:00","2018-05-29 15:18:44","2018-05-30 14:46:00","2018-06-01 15:56:38","2018-06-14 00:00:00"
"f62c176f45acd8992e70d81c62d08971","96a27c3f6479c998aa26265070853e00","delivered","2018-05-29 14:54:54","2018-05-29 15:18:48","2018-06-04 11:44:00","2018-06-05 11:38:38","2018-06-21 00:00:00"
"d6a5b1dabb71e6af751ca35e7ecbcae2","84a18469ae1de12043370666d2807e6a","delivered","2018-05-29 15:03:29","2018-05-29 15:32:23","2018-06-01 14:04:00","2018-06-08 20:32:30","2018-07-05 00:00:00"
"58feb997b7e395036cd8d59980e85a94","ec70d161cd95ea2fb9be51c71807be76","delivered","2018-05-29 15:18:22","2018-05-29 15:32:35","2018-06-11 14:23:00","2018-07-04 12:05:17","2018-07-24 00:00:00"
"f4a0d0b492776bcd3baab5d1f826b131","6887855de82e990aa40afea563f79b83","delivered","2018-05-29 15:28:44","2018-05-29 15:59:02","2018-05-30 10:06:00","2018-06-01 11:24:54","2018-06-21 00:00:00"
"4974bc485d07cad8b6e5000a345bcd50","5a305881af7a75ebbe4e858260370d9c","delivered","2018-05-29 15:45:20","2018-05-30 15:35:34","2018-06-01 08:56:00","2018-06-11 23:54:33","2018-07-16 00:00:00"
"b3e2b3c7117a01d7d57b74ed6b6272f9","5fc1fcba03edc46834dc1592f64b5d5f","delivered","2018-05-29 15:46:07","2018-05-31 03:36:10","2018-06-12 07:35:00","2018-06-18 21:22:09","2018-07-23 00:00:00"
"9e40d6ad0e658dbe287498d89f222d18","79b516ac255abbf7531ea1ea5b43d0db","delivered","2018-05-29 15:48:49","2018-05-29 16:12:19","2018-06-07 15:12:00","2018-06-11 20:41:32","2018-07-27 00:00:00"
"c1d16d2238787555fb7bed98f8fbd99d","f5e7020383fc2140c6ecc783105bd4b3","delivered","2018-05-29 15:51:38","2018-05-30 02:32:16","2018-05-30 11:04:00","2018-06-04 17:38:26","2018-06-29 00:00:00"
"02f4dd90ba0feb8ec394cac05862d2b5","df6d93efba53a613bf2365f7945febb0","delivered","2018-05-29 16:04:49","2018-05-29 16:15:29","2018-06-06 14:31:00","2018-06-26 04:32:57","2018-08-09 00:00:00"
"056ea0ed4a967ffdde98507a7d5656a2","a81f98f9ecc7838dd8e9853eee3be318","delivered","2018-05-29 16:07:19","2018-05-29 16:38:56","2018-05-30 12:29:00","2018-06-06 21:12:41","2018-06-29 00:00:00"
"0c6a968e3824f733a18b9c40b2620865","4d3afd054c81809d99eacd8a22e08075","delivered","2018-05-29 16:12:48","2018-05-29 16:39:01","2018-05-30 12:22:00","2018-06-07 16:28:53","2018-07-19 00:00:00"
"2199eb036d812a867e2b1e1dc7434366","048de0c58d1e0162415cff6a34e2df65","delivered","2018-05-29 16:16:19","2018-05-30 02:15:13","2018-05-30 14:06:00","2018-06-03 14:26:32","2018-06-25 00:00:00"
"b124967afcc82ef17ec41020fe2a9136","43dd5cdd60809c5f268d9d3b1e5b986d","delivered","2018-05-29 16:19:32","2018-05-29 17:18:09","2018-05-30 14:09:00","2018-06-01 15:48:34","2018-06-21 00:00:00"
"ecab7448f4b42657c66bc603971693c1","74b72861a67b91be7b5c8c216b32cb7a","delivered","2018-05-29 16:25:47","2018-05-30 02:32:01","2018-06-05 13:56:00","2018-06-06 20:22:47","2018-07-16 00:00:00"
"33204aca443f9855e3b8451d179a81a5","2079b31eb86ac16ea4970c754c032393","delivered","2018-05-29 16:26:35","2018-05-29 16:51:33","2018-06-01 10:46:00","2018-06-07 12:12:54","2018-06-29 00:00:00"
"6804819a81c7f5ddaa37b18b5824ddd9","2b626729e6d9c7d61d07f623c9602f2f","delivered","2018-05-29 16:27:34","2018-05-29 16:51:32","2018-06-01 10:46:00","2018-06-12 19:14:42","2018-07-04 00:00:00"
"e94463ec887705d951724d52248d7855","0a014efd7c067b6527b82c28abef318d","delivered","2018-05-29 16:28:45","2018-05-29 16:51:30","2018-05-30 14:09:00","2018-06-19 18:24:45","2018-07-04 00:00:00"
"acf31320a17ec091f71b623a3b776760","ed1d3344630551529af3894e65b1ca57","delivered","2018-05-29 16:32:51","2018-05-29 16:51:33","2018-05-30 11:06:00","2018-06-06 00:38:56","2018-06-21 00:00:00"
"0bf144db6ca7ef970a25b6a720947622","964b34423c822e9bd9831635ccc83db2","delivered","2018-05-29 16:36:26","2018-05-29 16:51:39","2018-05-30 14:55:00","2018-06-12 16:18:30","2018-07-19 00:00:00"
