"review_id","order_id","review_score","review_comment_title","review_comment_message","review_creation_date","review_answer_timestamp"
"e72a25f3dd59bc6ef10f956ac7348b86","a52d56bbdc4ceeb97f9d28b6a90a70b7",5.0,,"Obrigada pela atenção vcs foram corretos estou muito satisfeita","2017-08-18 00:00:00","2017-08-19 09:51:29"
"7aefb9a5065ca31cd85424e3d4b9f7b8","3634230a0d22927e0e78de347439ff41",4.0,,,"2017-08-18 00:00:00","2017-08-19 22:04:59"
"59f11f01f015b384628d895237dd3188","27d9557d8fa3dbdc0c64911fe231fdb7",5.0,,"Ótimo ","2017-08-18 00:00:00","2017-08-19 13:21:04"
"005c71c9a5f74c94127ee8c2e70a3591","e97c5b2fbc059aff15280edf4ff75dab",5.0,,"excelente foi","2017-08-18 00:00:00","2017-08-24 12:36:19"
"c845f7640aa5263abbc4ac76f794c25b","4e2451cb6e8ca4428c8f7e305bbfbbea",4.0,,,"2017-08-18 00:00:00","2017-08-21 11:58:09"
"e46079cc9b8c27652cf43479c276cdf4","961f1793d1fa464e0ed6686562936da8",5.0,,,"2017-08-18 00:00:00","2017-08-21 09:05:39"
"ac61581c41d598176817ae1d797221bc","43c6a6a7096ab15a3baa2438ce460cfc",5.0,,,"2017-08-18 00:00:00","2017-08-21 22:29:10"
"82d8f7ba322bf27038013aece32c7d9f","e5bcc19af03dc9c714d381752e9f724f",1.0,,"O produto voltou para o remetente.","2017-08-18 00:00:00","2017-08-23 13:35:19"
"ff40e2c8cfd37c247defc55bb2392bc1","c604ad5f1e0d0bcf9977cf46d1d72303",5.0,,,"2017-08-18 00:00:00","2017-08-22 17:35:10"
"64f400074605ed3f2ac218510aca370f","73357471c1622c6492352c7cce44eddc",4.0,,,"2017-08-18 00:00:00","2017-08-21 14:28:42"
"7156b7272288eaef3766be790d6d4bca","08ceaa7aeb0f28f7f44988d179b5452b",5.0,,"Recebi corretamente e indico o produto. Ele é de excelente qualidade, gostei muito e pretendo voltar a comprar, obrigada","2017-08-18 00:00:00","2017-08-21 02:02:26"
"3d68c33f742adee99b78a41e954a30fe","9ce48efca38264fece92fb03a3e33562",5.0,,,"2017-08-18 00:00:00","2017-08-19 10:59:56"
"44e6daeec1be9f45f1859c636d8b5bf2","832079e71d5ee058d10e1ee1abe0e0f9",3.0,,,"2017-08-18 00:00:00","2017-08-19 11:17:27"
"3f75c3c12607d9ad48cf8fc138df377c","ea43bc65126ad69392a37907bd400c49",5.0,,,"2017-08-18 00:00:00","2017-08-19 15:51:14"
"a92b58120cd51490cad822624294c11d","47e786d6d06274aaf984ca007751f3f0",4.0,,,"2017-08-18 00:00:00","2017-08-20 04:12:53"
"6d9ce6d4ad988704dc13c55560cea942","707c0049eb07b71b44d80b989f18719c",5.0,,"Muito bom ótimo","2017-08-18 00:00:00","2017-08-19 17:33:31"
"ef91d9cab214449079a3d4d759d7be12","5156f62d18510bbdc946ebbe9846a6d4",1.0,,,"2017-08-18 00:00:00","2017-08-19 03:40:36"
"6eaeb744d2c537a8523835ec668b8d8e","ac9ec0af6e2e654e5b2b88f0ee326b4c",5.0,,,"2017-08-18 00:00:00","2017-08-20 17:13:36"
"5f48ab1481b85aa59282ce40bc5bece1","7ca78299e5ac08885988b1cc259d16a9",4.0,,,"2017-08-18 00:00:00","2017-08-20 19:45:20"
"7d6004d7847ccfef51fb4110ea0e7c57","0a76ae785560c5882874b2738c60d958",5.0,,,"2017-08-18 00:00:00","2017-08-21 12:23:58"
"06ff6b8cc0308c620ee29a8542410453","5e5e51997f0e3a46166b7f5dcc32dd35",5.0,,,"2017-08-18 00:00:00","2017-08-21 03:49:30"
"8eba4f40fde16edb160237f9d68a4176","4cddfa3db1f20697139ba4a46c4fd399",4.0,,,"2017-08-18 00:00:00","2017-08-20 19:24:55"
"e3f16f8658017e5a36af381aad2bb208","3351bf124a5c98aeee6b64f3ba214459",5.0,,"Ótimo produto ","2017-08-18 00:00:00","2017-08-19 00:57:21"
"93ef0537d1c0ffcef6f01c63b70ef3e1","69ffcc06382c0d6b91a0d6a647603a8f",5.0,,"Excelente","2017-08-18 00:00:00","2017-08-19 01:37:19"
"4daff2938890f696ad8fac4dff640240","b5729b91377f445769c8fc2d063e6235",5.0,,"produto de otima qualidade ","2017-08-18 00:00:00","2017-08-21 14:01:58"
"c97af9c329ff198c0f566c9d0bf83f5b","a9fa8567c21a5f8e4450af02a87f26cb",5.0,,,"2017-08-18 00:00:00","2017-08-23 01:20:09"
"a440b6bac5384bae88b435993036d5df","bef626fc782c8b4f824510ddf2e335ac",3.0,,,"2017-08-18 00:00:00","2017-08-19 11:19:20"
"7b0d91f95b139f694b210c876622f5b0","6b53b59d28af45f02a606d5ace41b854",1.0,,"Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.","2017-08-18 00:00:00","2017-08-19 00:39:34"
"bfa30d28f328710ab7be488ffb1573ad","cc24eeca0b974f0489000f9f0fd82ed4",5.0,,,"2017-08-18 00:00:00","2017-08-19 10:44:14"
"4535ef0b02b134f6507d8a1dc9299508","e27677cc62d6c8851e3b143c2e020291",3.0,,,"2017-08-18 00:00:00","2017-08-22 04:23:02"
"7c66baf5305d7405ece3b4f4324b627c","2a793a414091e9c1721f07d59a3b7c39",4.0,,,"2017-08-18 00:00:00","2017-08-19 19:44:22"
"56c160c85294a16e4fdd46a4575a2217","3dc6e749cfbbd0cdcd680baabc83d5eb",5.0,,,"2017-08-18 00:00:00","2017-08-21 12:51:50"
"e104c66051f1ba26973ffb9c2b05883c","ef9e99b54f2c9f69f4182e2c5f913061",5.0,,"Recomendo 
","2017-08-18 00:00:00","2017-08-19 11:27:49"
"a797003b524f869e15ae9a010935c4fd","4c5ca9fa9506e544045d6ccfb2ec7b15",5.0,,"Produto Top.
","2017-08-18 00:00:00","2017-08-19 21:11:58"
"c1202b30d4c833d0bbd3da644786b6c3","ee26442f130a74cb3b1d184ece5acd12",5.0,,,"2017-08-18 00:00:00","2017-08-19 03:38:31"
"6108286ecb777d9a9920c0a0939794fc","57b4c69cb74d5d045bb362aaf7d581b3",5.0,,,"2017-08-18 00:00:00","2017-08-21 12:01:15"
"72e1b47dcb91f02f7a66486c61fcdd39","dba3740d39b81258d8230a4889bd0fe2",5.0,,,"2017-08-18 00:00:00","2017-08-31 20:37:42"
"44364d486716935567b860f5e4cf71a9","76df775e41e31a9af3a69d5bcd3575d7",5.0,,,"2017-08-18 00:00:00","2017-08-21 08:38:33"
"4580e8c962811f6edf952cb14f73338a","cae48a69bb1092bfbb8a65b42211a9dc",5.0,,,"2017-08-18 00:00:00","2017-08-20 19:35:13"
"838db37cba28a7da1e29f7938eb1028a","b8ec4e11fac601907005c18a78ccbae7",5.0,,,"2017-08-18 00:00:00","2017-08-21 13:45:02"
"a1fe6a9c52d62387ae4bb20987c0ef67","3457d1d203987e3898c4516a101b5d36",2.0,,,"2017-08-18 00:00:00","2017-08-21 18:00:55"
"b0933a1b71a51eb871c8c89cf141f604","6af8d729a1717c4ba85c7bdc83278656",5.0,,"Produto entregue antes do prazo. Loja extremamente confiável. Recomendo!","2017-08-18 00:00:00","2017-08-20 23:51:00"
"64479b844ea15776f07fa507986da99b","3b50e88820d1c12c90d08d5c8efb49a6",5.0,,,"2017-08-18 00:00:00","2017-08-19 13:21:58"
"16589b56daef7584a78a435eab6f529e","c6b196c8ebc671076bea1b0a7436d63a",5.0,,,"2017-08-18 00:00:00","2017-08-21 13:44:05"
"5dfda6d554d456fb9648b4f7446aec36","ccf592d5d82b80e4764b14cbfe857be8",5.0,,"ótimo produto amei..... ","2017-08-18 00:00:00","2017-08-21 14:30:55"
"70d87498752e6173eee5cf5378f2ec00","739409a92249367522a31eb8ee6161b8",5.0,,"fui bem atendido, é uma empresa séria e profissional
","2017-08-18 00:00:00","2017-08-19 01:44:10"
"3e988f2206deba2bb5eb4968d4e0ff96","9a7f882c95ae7d422db8ab15e1ee0a87",2.0,,"Fiz pedido de dois produtos e um eu não recebi ainda. Isto me gera duvidas quanto ao recebimento.","2017-08-18 00:00:00","2017-08-21 10:48:43"
"f136503f8a335a3e5727a96c0fd2a465","fa7b2ac9d0a8b3d20805eb52c416c2fa",5.0,,"Produto muito bom! Chegou no prazo, recomendo!! ","2017-08-18 00:00:00","2017-08-22 20:16:22"
"561d8ba0d49c93e2aeccdd78ae5b1add","b8e8aa8bd53c50e5be82ea6f6a04e417",5.0,,,"2017-08-18 00:00:00","2017-08-19 03:58:03"
"5699fa3e1f73a7d8b6ce96c15ad17b29","f184018d4bdb5a578d594906fdff974e",1.0,,"Se não se tem o produto, informe no site para que você comprador não perca o seu tempo!!!","2017-08-18 00:00:00","2017-08-18 12:38:42"
"f218988972c6156ec961f3fdfa877cda","6b6484df41852bcee6a9b4d253379b1b",5.0,,"produto excelente 
chegou perfeito
muito bem embalado","2017-08-18 00:00:00","2017-08-20 14:01:30"
"591cbc886b2cd6e9f0c1a6d14a5340fb","b0ed97babdfc249ba9d843fa7eaf907d",5.0,,"Vieram sómente 2 frascos. O meu pedido foi de 3 frascos. Acredito que o correio esqueceu de entregar o terceiro. Estou aguardando. Só percebi o erro quando abri as embalagens. Porque a empresa não ","2017-08-18 00:00:00","2017-08-20 01:16:00"
"dfdf229284b8dccb7a8423b02406b99c","b8465ebdeb16d7b97b28e61f894afb70",5.0,,"Ótimo produto, adorei!","2017-08-18 00:00:00","2017-08-21 10:13:04"
"b771036b33c7044c3b0d13c68b846dd4","907029a0ebab7f19cb8ae765d479df14",5.0,,"Otimo produto e entrega","2017-08-18 00:00:00","2017-08-18 23:43:28"
"485569add7cd0677fa341224c1c0a514","56ce3873eb6d633a47581ec221f50a65",4.0,,"Muito bom","2017-08-18 00:00:00","2017-08-19 03:09:51"
"10a7bbc798c6c0eb6e6e365edd961016","44e627595178bc26a4df0aa4b4e002e8",5.0,,,"2017-08-18 00:00:00","2017-08-21 12:13:53"
"56e028dd8c27aa7b183d9532db11faff","1704f22579a5be1ff00ac2cdcc1e582c",5.0,,,"2017-08-18 00:00:00","2017-08-20 21:33:57"
"1d9bef8136eeb0895310dc1630750629","f9938fc84bc7f6ce7d868a41dace1777",3.0,,,"2017-08-18 00:00:00","2017-08-19 23:13:48"
"de0bacd04ba1681677ff71a1cff25612","8a3d5a19acc2106e0567b04a904c8726",5.0,,"As lannister estar de parabens o produto foi entregue antes do prazo previsto e o produto é muito bom eu recomendo","2017-08-18 00:00:00","2017-08-19 00:23:53"
"7665c7f6ab8b058132edc11161d3022c","c81ac01b43070a78c7039041dd0578af",5.0,,,"2017-08-18 00:00:00","2017-08-23 01:24:56"
"2c941400c298c8e5bb0abcc543a7a348","0d5f49b8f9f7176361444dcc91621776",5.0,,,"2017-08-18 00:00:00","2017-08-20 22:05:35"
"29b1465e8c184945404cd5eb83d66386","aead701d8d2b9b7c1fa1a3aa963fc577",5.0,,,"2017-08-18 00:00:00","2017-08-20 23:31:10"
"5c9702b9945b61753646f683acb96cda","9555e91e7977061b2d8bcc8820fc40c4",3.0,,"O único defeito foi que o relógio estava ligando, ou seja a bateria estava em uso e já apresenta sinais de esta fraca ","2017-08-18 00:00:00","2017-08-22 03:06:44"
"e59197343965cdc4eb95fd85135d830f","fb233ad89395150ee1cd3e1e90906dc3",5.0,,"Parabéns loja transparente e sinceridade com o cliente recomendo ","2017-08-18 00:00:00","2017-08-19 11:06:33"
"d3112b3c33bf7df1eb38b0321b98756d","0cda3f4a118f3654ee4e487e867fa036",5.0,,,"2017-08-18 00:00:00","2017-08-18 19:33:16"
"409b28d0aca716b9c9308021276235ca","ba3e8a6783a3aafe0d02eeb6a415dd94",5.0,,,"2017-08-18 00:00:00","2017-08-18 20:46:37"
"6c3560e798957cf8cb386818ea600dc8","76fdd96b734e602ecb2dbeab4a03a865",5.0,,"Gostei muito, chegou bem rápido , o produto é ainda melhor que eu esperava.","2017-08-18 00:00:00","2017-08-19 11:08:16"
"68a9fc6ccb35df62dc3228763e9fd246","203763b580fdf4ab6596f692370d27a7",5.0,,,"2017-08-18 00:00:00","2017-08-18 23:39:30"
"d7e632a7b2ac498c623206d3337811db","a822bdce05aae4a72e40171aed06096d",4.0,,,"2017-08-18 00:00:00","2017-08-18 23:50:30"
"51b4c760e444c1aac965f0ba14a11daa","e102f8dfd6da168838a2d13dfbc3bb10",5.0,,"Chegou bem antes do prazo estimado, recomendo!","2017-08-18 00:00:00","2017-08-22 13:22:23"
"b762525ab43a1b377831ec8576d2d670","b354dae409f9d433bee051b7e1b4eb7d",5.0,,,"2017-08-18 00:00:00","2017-08-18 23:29:08"
"cc2f5e84c41e41a565ab2f98fa79db3d","024bee763e8abbf0cd46fa7f440c41ea",5.0,,,"2017-08-18 00:00:00","2017-08-19 16:28:07"
"baf048a3ba5955b5e8d5f2c3a30f4302","186f651321d21b2a793c4cd866b7b62b",5.0,,,"2017-08-18 00:00:00","2017-08-19 16:27:09"
"64a51d1639d0eb4d70aba59161613c61","7694252f454aa20f5bc63f72363c3167",5.0,,,"2017-08-18 00:00:00","2017-08-18 19:30:48"
"a19547382c144123df3daedc94cba523","ce32ad6f5dd0a93b62069747ee97d2f3",2.0,,,"2017-08-18 00:00:00","2017-08-29 03:04:33"
"64a8c1fc011c9c70ac7db7df83caecaf","5d4ef7be8a0a3d0f0991bfc92e6bce32",5.0,,"Ótima cortina!! Qualidade excelente! Eu recomendo!! Amei a cortina!","2017-08-18 00:00:00","2017-08-19 11:52:56"
"44ba54dcd54bf8aaf6557dd146045164","4753729129b1fb01e144eede1831edb1",1.0,,,"2017-08-18 00:00:00","2017-08-22 03:18:05"
"f2528db2ce1475ba4aff9754367d46e3","c56e8d085e3e718d31e0420e0a05a5e6",5.0,,,"2017-08-18 00:00:00","2017-08-19 00:02:02"
"25ef6e5cfe15bd4787cc59e76aa67d7e","ae471dc7860dcb671837ae421a18733e",5.0,,,"2017-08-18 00:00:00","2017-08-24 18:30:03"
"98ae2e5372d15ff9a4fb992ef0a29aee","906368486fd64a44a16e7190972e3f3d",5.0,,,"2017-08-18 00:00:00","2017-08-20 23:45:14"
"ebe731fd857c94fa522bf0e9f4562b71","587c66847401b1ad23c2e9e6aa078b32",3.0,,"m","2017-08-18 00:00:00","2017-08-20 02:46:14"
"2dd7b54bf88bcae1e9f552a4c4d3c673","23bab630b11eed4b31aaa2edd31ba773",5.0,,,"2017-08-18 00:00:00","2017-08-20 23:39:05"
"daef6be6258c5e9fb8cea3352270b755","7d0ed38550fa692c0dff9a4d0eddb8e7",5.0,,"Gostei, som mt. bom.","2017-08-18 00:00:00","2017-08-20 23:45:12"
"51aebf956b4f80e7d0e6c56973eb9722","94b036e9c8d7275cda2d1a19c6fe11de",5.0,,"Muito bom","2017-08-18 00:00:00","2017-08-22 00:16:47"
"d9d3b5708fc8c47d09388354433dda8d","24257d104a3908bfd7b8bc9f6e1a2039",3.0,,"O produto não é original.
Poderia ter comprado e qualquer vendedor de rua","2017-08-18 00:00:00","2017-08-19 12:55:44"
"cd6a4f9deed12d3d51c097bc6e280cbe","e079ed774a2fadd1906622fb9dc89f87",1.0,,"com a loja tudo certo mas problema com aparelho","2017-08-18 00:00:00","2017-08-22 16:05:34"
"bf495dd51362721e6a755640782d109b","29b864f0e9959e828d0be8a00fba46bc",1.0,,"o Pedido de número 01-64784672 que deveria ter sido entregue em 16/08/2017 ainda não chegou e nenhuma satisfação para isso foi dada.
aguardo maiores informações. ","2017-08-18 00:00:00","2017-08-19 00:37:15"
"62eec66967f7dbbe04b84d21fe8cc5e4","86a159c4f6b1da57e4f8d286a16e9c9f",5.0,,,"2017-08-18 00:00:00","2017-08-28 20:24:32"
"da955036a86691e84e6f5e2f4e64d53c","03552fc24c87d99787c9e2e961bddc9b",5.0,,,"2017-08-18 00:00:00","2017-08-19 09:01:34"
"a996f4ea91185980eae212c70b3b483c","64fd78c83d0cab22a8284559075fbfb9",5.0,,,"2017-08-18 00:00:00","2017-08-18 19:29:17"
"03170eabbe56eaa6a980a27284e1e668","54a321486a622129adda771a323501f8",5.0,,,"2017-08-18 00:00:00","2017-08-19 01:39:30"
"fa9c7d1c6c384bb1c42a9cbe49d96edf","3db31eaaf79e14aacfe056edba923cba",5.0,,,"2017-08-18 00:00:00","2017-08-19 06:28:44"
"310790a8129065e008c5bd401e420de2","0e0cb073422fcdc0645935e23d672736",5.0,,,"2017-08-18 00:00:00","2017-08-19 16:41:57"
"604f8f601eeef7288fa7c835ef4e7f78","db32ee8b0e87ee3a544e6bdb2a69d749",4.0,,"Só demorou um pouco","2017-08-18 00:00:00","2017-08-21 11:28:52"
"ca7cb3748121ff40c9593af97a039ffb","de01100645b731556de153cfbebc35b1",5.0,,"fiquei muito satisfeita com o atendimento e com o produto","2017-08-18 00:00:00","2017-08-23 17:41:59"
"27975c4931ea4340a677cc49304acd4d","48be44989e4853d877c2ac366b99a008",4.0,,,"2017-08-18 00:00:00","2017-08-22 17:42:53"
"6439fd0e28a239819909cc802fb9e918","364f4189ee16cf9d0af49a63955862d2",3.0,,,"2017-08-18 00:00:00","2017-08-21 01:16:04"
"138e41a71a0d53b7d2f477714f80709e","7713ab7b0cf6f5db39f126a99108de93",1.0,,"Faz maisde 1 mes que fiz o pedido, paguei no boleto e nao recebi o produto. Nao comprem.","2017-08-18 00:00:00","2017-08-20 04:20:43"
"c032aa699c4db61e343b1790e0ca19f3","e462b9c1dbe3c306a5b7b78d72dd7f79",5.0,,,"2017-08-18 00:00:00","2017-08-21 23:26:18"
"1578f5a404a6b3fb72a99c5985918961","76a144984e527482dad02200366231c1",5.0,,,"2017-08-18 00:00:00","2017-08-20 16:51:15"
"e2f95e57f71e15054e1761e058e64974","f98f3e577848e635602f831c276ba700",5.0,,"Fui bem atendida, super recomendo. 
Me entregaram antes do prazo conbinado tudo certinho","2017-08-18 00:00:00","2017-08-22 18:02:52"
"13962a155e708cae144caf8ac738b8e3","0c71a69769943ff74326682f85d34be9",5.0,,,"2017-08-18 00:00:00","2017-08-19 17:56:56"
"579cad72457cdb3df15a0b58121023a5","37d089b7d517ada3881ba31935310e4f",5.0,,,"2017-08-18 00:00:00","2017-09-04 16:28:35"
"c0f898ccb4f47ea8cf4e9490c7c2da3b","89253d28593c5b4eec3bbc9638a055d3",3.0,,"Ótima compra chegou bem antes do prazo, ainda não usei mas fiquei hiper feliz recomendo 👏👏👏👏👏","2017-08-18 00:00:00","2017-08-19 11:39:47"
"53b7e9d97f0b1c88a84de8877d7f214a","dc48537f3fcda6ce650158bebd4ecc6c",5.0,,"Fiquei muito satisfeita! Ainda mais por ter sido entregue antes do prazo!","2017-08-18 00:00:00","2017-08-19 22:47:01"
"a3e6fc74dccecfd2b37b062aaa4a70c3","90214a4751f75ee8783bed5037f9b0db",5.0,,"Muito bom","2017-08-18 00:00:00","2017-08-19 01:34:34"
"6fc3c7bb95016f1284c54cf34a7a1ed8","1afefea8a6500c83df5bfc6e4f2eec4a",4.0,,,"2017-08-18 00:00:00","2017-08-19 00:35:58"
"a38d355f8ea88f70ab7136b41afb04b5","666eb76141bb728bad22631162332455",5.0,,,"2017-08-18 00:00:00","2017-08-19 19:01:17"
"ebe731fd857c94fa522bf0e9f4562b71","4f68ed0836136db8064bf34ebb1965e2",3.0,,"m","2017-08-18 00:00:00","2017-08-20 02:46:14"
"44364d486716935567b860f5e4cf71a9","5d0603425fc99ce2d2f5b3eec417a09c",5.0,,,"2017-08-18 00:00:00","2017-08-21 08:38:33"
"a5ef161f36947f19142cba32ce82f41e","a85866709015a003ea47e59f00c2354f",5.0,,,"2017-08-18 00:00:00","2017-08-19 12:48:17"
"f6653fcc0bb1fd8aaa653580caa3593b","15f18fdc945de59e900faa4d7fab8f15",5.0,,,"2017-08-18 00:00:00","2017-08-21 00:16:16"
"c893e4fbbf5956ea76041743cb0b4cba","eb1d0d94d6bc790ec20faa649d68f58e",5.0,,"compra eficiente estou satisfeita","2017-08-18 00:00:00","2017-08-28 19:27:50"
"47eedc7decefbfea3a4ecd78fadec39f","518a27a223dd20b3d2030d2a5d9574e8",1.0,,"Boa tarde.
Recebi o produto sem funcionalidade e solicitei a devolução.
Mas não estou tendo retorno.","2017-08-18 00:00:00","2017-08-30 17:48:02"
"23d88edeb65c02b0a08c73d1a1a2b8d3","61102a4a6d41f03e2c98d15f372979e1",1.0,,"Não gostei","2017-08-18 00:00:00","2017-08-19 01:00:43"
"b2b31584e2981142bd8b3a64d50d5725","4254f084673c8b5d85ad824fae3aa522",5.0,,,"2017-08-18 00:00:00","2017-08-18 23:31:29"
"7874a1432aaa31345b56f19818bde5a9","b11b91d4d8e53e6149e2df599f5335e8",5.0,,"super recomendo, produto excelente entrega no prazo","2017-08-18 00:00:00","2017-08-23 17:06:29"
"e6ee2a4e30c018bcf8115d178a1e6b1d","f845f1fe6a0c9e32eb740bdcc4da2aac",5.0,,"Eu aprovo..","2017-08-18 00:00:00","2017-08-20 23:55:41"
"206df1ab2fef4175a9140f96ada9ad85","1d4207bd950cb794e52660cc79cecf5b",5.0,,,"2017-08-18 00:00:00","2017-09-02 16:30:42"
"ef8f825eb6c636609ac12f28a5b3a9f3","c5ab3856ffd5ca3db23754e60db70cf2",4.0,,,"2017-08-18 00:00:00","2017-08-21 12:16:38"
"b18e318786afa8f9ce97b4249e644d0b","595316a07cd3dea9db7adfcc7e247ae7",2.0,,"Foi me enviado um produto divergente ao que foi comprado.","2017-08-18 00:00:00","2017-08-20 23:29:05"
"73da4388bb4981efe4ec1c9359a97da4","1a0bb7fae90bbf7880d299f24698fd23",5.0,,"Muito bom . ","2017-08-18 00:00:00","2017-08-21 09:33:08"
"8a020b6a9a58ad99616b28dd36581106","70c77e51e0f179d75a64a614135afb6a",3.0,,,"2017-08-18 00:00:00","2017-08-18 14:46:08"
"3799fa05681c7c564583197e5f40248f","5256aac1d939c4bbc931cc7c1c78a419",5.0,,,"2017-08-18 00:00:00","2017-08-18 20:42:03"
"5608b7618ada89fff4243b1567e0929e","e248c45c398d43068b85a887c7e2a470",5.0,,"A loja cumpriu com o prazo bem antes da data estipulada. O único problema como sempre é o correios do RJ que vacila nas entregas, pura preguiça de trabalhar.
Indico a loja sim!!!","2017-08-18 00:00:00","2017-08-18 15:53:53"
"5662ae1507019a819650aa2c45d09005","6ae18793b39ea298718417881aca431d",5.0,,"produto recebido e funcionando, muito bom.","2017-08-18 00:00:00","2017-08-19 11:22:36"
"64fc8ca31f294b06ff6c1e891fa4b862","19a8989f83d30de137a451dade333090",5.0,,,"2017-08-18 00:00:00","2017-08-19 15:05:46"
"111a2a8858a6adbd0e0eece2a581b9de","694c92324234f0d098a8766d1afa8449",4.0,,,"2017-08-18 00:00:00","2017-08-21 11:40:09"
"9d0c640fcfd639e613635400c0660502","24ae7e308aa3bdd9e0723fe828acdc73",5.0,,"Compra rápida e sem problemas!
Produto de alta qualidade, recomendo","2017-08-18 00:00:00","2017-08-19 00:51:20"
"6eb70053030f4a1c252fb5c148715cc0","eaa4712e8612ed4b8989c08e09fee1f7",3.0,,"Infelizmente não tenho como fazer pois faltou um grande espaço para cobrir na parede.","2017-08-18 00:00:00","2017-08-18 23:57:36"
"89d95576a835e4f0fbe9ecd09ded5252","eddf1b58726e1b53c010f681422195fc",1.0,,"Eu comprei a bateria interna para samsung Galaxy A5. O produto que eu recebi não foi o que eu comprei. ","2017-08-18 00:00:00","2017-08-22 15:27:58"
"cd6f089e896732c91671704c7f51790e","fe68b52db13993f58175fa589125d345",4.0,,,"2017-08-18 00:00:00","2017-08-19 13:16:38"
"ae4e864c1b965f0b62c82d91dd2a3203","63bd0403bf8eb2bb94cdcf79ce0e5ebb",5.0,,,"2017-08-18 00:00:00","2017-08-20 23:27:12"
"42d78d9b8bc00cacab3fce4da4e849be","28c04306e978f12f75bf6d7a989a4ccf",5.0,,,"2017-08-18 00:00:00","2017-08-18 16:56:14"
"f883f009b10e1a3abe5c45c6f870bc58","d9544a5262bc4ab34c701c37a69635c2",5.0,,,"2017-08-18 00:00:00","2017-08-19 15:37:10"
"ab37099d60debc34f9ade511d9054776","5a1c2be64df8ac1e3316c96fb1280479",2.0,,"Péssima estou aguardando a mercadoria até hoje já paga pelo cartão ","2017-08-18 00:00:00","2017-08-19 20:22:55"
"e9caf46f8f11546694b09f684a0da51f","d8541096e0d84a41ea8e5761296a7ab9",2.0,,,"2017-08-18 00:00:00","2017-08-18 12:16:42"
